odd_residue_mod_2^k,phi,v2(3r+1),succ_residue,check_w_blur+delta+phi(succ)-phi(res)
2079,-1.798069218797,1,3119,-0.000001000000
2081,-3.714049922404,2,1561,-0.000001000000
2083,1.255891826325,1,3125,-0.000001000000
2085,1.255891826325,4,391,-0.000001000000
2087,0.278249560387,1,3131,-0.000001000000
2089,-3.714049922404,2,1567,-0.000001000000
2091,-5.669334454282,1,3137,-0.000001000000
2093,1.255891826325,3,785,-0.000001000000
2095,-0.251436782101,1,3143,-0.000001000000
2097,-3.714049922404,2,1573,-0.000001000000
2099,-3.714049922404,1,3149,-0.000001000000
2101,-6.199020796769,5,197,-0.000001000000
2103,-1.268382876310,1,3155,-0.000001000000
2105,1.255891826325,2,1579,-0.000001000000
2107,3.740862700690,1,3161,-0.000001000000
2109,-2.206721313978,3,791,-0.000001000000
2111,10.996133419939,1,3167,-0.000001000000
2113,-2.206721313978,2,1585,-0.000001000000
2115,-2.206721313978,1,3173,-0.000001000000
2117,-6.199020796769,4,397,-0.000001000000
2119,-2.206721313978,1,3179,-0.000001000000
2121,0.238945732117,2,1591,-0.000001000000
2123,-6.199020796769,1,3185,-0.000001000000
2125,1.255891826325,3,797,-0.000001000000
2127,-2.736407656466,1,3191,-0.000001000000
2129,1.255891826325,2,1597,-0.000001000000
2131,-2.736407656466,1,3197,-0.000001000000
2133,-6.199020796769,8,25,-0.000001000000
2135,-3.714049922404,1,3203,-0.000001000000
2137,-3.714049922404,2,1603,-0.000001000000
2139,-2.530520227627,1,3209,-0.000001000000
2141,-6.646976720221,3,803,-0.000001000000
2143,-2.327755561285,1,3215,-0.000001000000
2145,-2.736407656466,2,1609,-0.000001000000
2147,-6.646976720221,1,3221,-0.000001000000
2149,-6.646976720221,4,403,-0.000001000000
2151,5.862730833136,1,3227,-0.000001000000
2153,-0.941461200165,2,1615,-0.000001000000
2155,1.625240093236,1,3233,-0.000001000000
2157,-4.691692188343,3,809,-0.000001000000
2159,1.180406932281,1,3239,-0.000001000000
2161,-6.199020796769,2,1621,-0.000001000000
2163,2.233534092264,1,3245,-0.000001000000
2165,-5.221378530831,5,203,-0.000001000000
2167,2.233534092264,1,3251,-0.000001000000
2169,-2.736407656466,2,1627,-0.000001000000
2171,-4.691692188343,1,3257,-0.000001000000
2173,2.233534092264,3,815,-0.000001000000
2175,-1.798069218797,1,3263,-0.000001000000
2177,2.233534092264,2,1633,-0.000001000000
2179,-5.221378530831,1,3269,-0.000001000000
2181,-5.221378530831,4,409,-0.000001000000
2183,2.233534092264,1,3275,-0.000001000000
2185,-1.634608380725,2,1639,-0.000001000000
2187,-2.736407656466,1,3281,-0.000001000000
2189,-6.199020796769,3,821,-0.000001000000
2191,-2.736407656466,1,3287,-0.000001000000
2193,2.233534092264,2,1645,-0.000001000000
2195,2.233534092264,1,3293,-0.000001000000
2197,-1.229079048040,6,103,-0.000001000000
2199,-6.199020796769,1,3299,-0.000001000000
2201,2.233534092264,2,1651,-0.000001000000
2203,-1.144225866507,1,3305,-0.000001000000
2205,-5.221378530831,3,827,-0.000001000000
2207,5.454078737955,1,3311,-0.000001000000
2209,-2.736407656466,2,1657,-0.000001000000
2211,-1.229079048040,1,3317,-0.000001000000
2213,2.233534092264,4,415,-0.000001000000
2215,3.093264873393,1,3323,-0.000001000000
2217,6.228956337551,2,1663,-0.000001000000
2219,-1.229079048040,1,3329,-0.000001000000
2221,-6.199020796769,3,833,-0.000001000000
2223,11.973775685877,1,3335,-0.000001000000
2225,2.233534092264,2,1669,-0.000001000000
2227,2.233534092264,1,3341,-0.000001000000
2229,-5.221378530831,5,209,-0.000001000000
2231,-1.229079048040,1,3347,-0.000001000000
2233,2.233534092264,2,1675,-0.000001000000
2235,-5.221378530831,1,3353,-0.000001000000
2237,-1.758765390527,3,839,-0.000001000000
2239,3.090142110897,1,3359,-0.000001000000
2241,-5.221378530831,2,1681,-0.000001000000
2243,-5.221378530831,1,3365,-0.000001000000
2245,-5.221378530831,4,421,-0.000001000000
2247,-2.736407656466,1,3371,-0.000001000000
2249,-5.221378530831,2,1687,-0.000001000000
2251,-5.669334454282,1,3377,-0.000001000000
2253,-5.221378530831,3,845,-0.000001000000
2255,2.233534092264,1,3383,-0.000001000000
2257,-5.669334454282,2,1693,-0.000001000000
2259,-5.669334454282,1,3389,-0.000001000000
2261,-7.176663062708,7,53,-0.000001000000
2263,-5.669334454282,1,3395,-0.000001000000
2265,-3.714049922404,2,1699,-0.000001000000
2267,0.036181065774,1,3401,-0.000001000000
2269,-3.714049922404,3,851,-0.000001000000
2271,-3.387128246260,1,3407,-0.000001000000
2273,6.716216089273,2,1705,-0.000001000000
2275,-7.176663062708,1,3413,-0.000001000000
2277,-4.243736264892,4,427,-0.000001000000
2279,-1.919103466103,1,3419,-0.000001000000
2281,3.211176358203,2,1711,-0.000001000000
2283,-4.243736264892,1,3425,-0.000001000000
2285,-6.199020796769,3,857,-0.000001000000
2287,3.050838282626,1,3431,-0.000001000000
2289,-0.251436782101,2,1717,-0.000001000000
2291,3.211176358203,1,3437,-0.000001000000
2293,-0.251436782101,5,215,-0.000001000000
2295,-4.243736264892,1,3443,-0.000001000000
2297,-4.243736264892,2,1723,-0.000001000000
2299,-2.246025142248,1,3449,-0.000001000000
2301,-5.221378530831,3,863,-0.000001000000
2303,4.394706052980,1,3455,-0.000001000000
2305,-0.251436782101,2,1729,-0.000001000000
2307,3.211176358203,1,3461,-0.000001000000
2309,-6.199020796769,4,433,-0.000001000000
2311,3.211176358203,1,3467,-0.000001000000
2313,-0.251436782101,2,1735,-0.000001000000
2315,-0.251436782101,1,3473,-0.000001000000
2317,-6.199020796769,3,869,-0.000001000000
2319,-4.243736264892,1,3479,-0.000001000000
2321,-6.199020796769,2,1741,-0.000001000000
2323,6.431721003894,1,3485,-0.000001000000
2325,0.726205483838,6,109,-0.000001000000
2327,3.211176358203,1,3491,-0.000001000000
2329,3.211176358203,2,1747,-0.000001000000
2331,-2.978476151078,1,3497,-0.000001000000
2333,-6.199020796769,3,875,-0.000001000000
2335,0.363102741919,1,3503,-0.000001000000
2337,-4.243736264892,2,1753,-0.000001000000
2339,-4.243736264892,1,3509,-0.000001000000
2341,-4.243736264892,4,439,-0.000001000000
2343,3.211176358203,1,3515,-0.000001000000
2345,-2.530520227627,2,1759,-0.000001000000
2347,-0.251436782101,1,3521,-0.000001000000
2349,0.726205483838,3,881,-0.000001000000
2351,-4.243736264892,1,3527,-0.000001000000
2353,-6.199020796769,2,1765,-0.000001000000
2355,-6.199020796769,1,3533,-0.000001000000
2357,0.726205483838,5,221,-0.000001000000
2359,-4.243736264892,1,3539,-0.000001000000
2361,-4.243736264892,2,1771,-0.000001000000
2363,-4.243736264892,1,3545,-0.000001000000
2365,-4.243736264892,3,887,-0.000001000000
2367,-1.431843714382,1,3551,-0.000001000000
2369,0.726205483838,2,1777,-0.000001000000
2371,3.211176358203,1,3557,-0.000001000000
2373,-2.736407656466,4,445,-0.000001000000
2375,7.572824107905,1,3563,-0.000001000000
2377,-4.691692188343,2,1783,-0.000001000000
2379,-2.736407656466,1,3569,-0.000001000000
2381,-2.736407656466,3,893,-0.000001000000
2383,-4.691692188343,1,3575,-0.000001000000
2385,1.013823331713,2,1789,-0.000001000000
2387,-0.290740610371,1,3581,-0.000001000000
2389,-6.728707139257,10,7,-0.000001000000
2391,0.726205483838,1,3587,-0.000001000000
2393,-3.266093998953,2,1795,-0.000001000000
2395,-6.199020796769,1,3593,-0.000001000000
2397,0.726205483838,3,899,-0.000001000000
2399,-2.939172322808,1,3599,-0.000001000000
2401,4.188818624142,2,1801,-0.000001000000
2403,-4.243736264892,1,3605,-0.000001000000
2405,-4.243736264892,4,451,-0.000001000000
2407,-3.060206570115,1,3611,-0.000001000000
2409,0.726205483838,2,1807,-0.000001000000
2411,4.188818624142,1,3617,-0.000001000000
2413,-3.266093998953,3,905,-0.000001000000
2415,-3.589892912602,1,3623,-0.000001000000
2417,-7.176663062708,2,1813,-0.000001000000
2419,-4.243736264892,1,3629,-0.000001000000
2421,-7.176663062708,5,227,-0.000001000000
2423,-1.471147542652,1,3635,-0.000001000000
2425,1.095553750749,2,1819,-0.000001000000
2427,0.726205483838,1,3641,-0.000001000000
2429,-5.221378530831,3,911,-0.000001000000
2431,0.039303828270,1,3647,-0.000001000000
2433,-5.221378530831,2,1825,-0.000001000000
2435,1.703847749777,1,3653,-0.000001000000
2437,1.703847749777,4,457,-0.000001000000
2439,1.703847749777,1,3659,-0.000001000000
2441,-3.266093998953,2,1831,-0.000001000000
2443,-5.221378530831,1,3665,-0.000001000000
2445,-5.751064873318,3,917,-0.000001000000
2447,-1.876676875337,1,3671,-0.000001000000
2449,1.703847749777,2,1837,-0.000001000000
2451,1.703847749777,1,3677,-0.000001000000
2453,-5.751064873318,6,115,-0.000001000000
2455,1.703847749777,1,3683,-0.000001000000
2457,1.703847749777,2,1843,-0.000001000000
2459,-2.164294723212,1,3689,-0.000001000000
2461,-3.266093998953,3,923,-0.000001000000
2463,-0.084853181532,1,3695,-0.000001000000
2465,-3.266093998953,2,1849,-0.000001000000
2467,1.703847749777,1,3701,-0.000001000000
2469,1.703847749777,4,463,-0.000001000000
2471,1.703847749777,1,3707,-0.000001000000
2473,-1.186652457273,2,1855,-0.000001000000
2475,-3.266093998953,1,3713,-0.000001000000
2477,1.703847749777,3,929,-0.000001000000
2479,-1.673912208995,1,3719,-0.000001000000
2481,-5.751064873318,2,1861,-0.000001000000
2483,-5.751064873318,1,3725,-0.000001000000
2485,-1.758765390527,5,233,-0.000001000000
2487,-3.266093998953,1,3731,-0.000001000000
2489,-5.751064873318,2,1867,-0.000001000000
2491,-0.820426952858,1,3737,-0.000001000000
2493,1.703847749777,3,935,-0.000001000000
2495,5.699269995064,1,3743,-0.000001000000
2497,-1.758765390527,2,1873,-0.000001000000
2499,8.550466373844,1,3749,-0.000001000000
2501,-6.728707139257,4,469,-0.000001000000
2503,-3.714049922404,1,3755,-0.000001000000
2505,-1.758765390527,2,1879,-0.000001000000
2507,-5.751064873318,1,3761,-0.000001000000
2509,1.703847749777,3,941,-0.000001000000
2511,3.662255044150,1,3767,-0.000001000000
2513,1.703847749777,2,1885,-0.000001000000
2515,-5.751064873318,1,3773,-0.000001000000
2517,-5.751064873318,7,59,-0.000001000000
2519,-2.288451733015,1,3779,-0.000001000000
2521,-5.751064873318,2,1891,-0.000001000000
2523,1.703847749777,1,3785,-0.000001000000
2525,-5.751064873318,3,947,-0.000001000000
2527,-0.859730781128,1,3791,-0.000001000000
2529,-3.266093998953,2,1897,-0.000001000000
2531,-5.751064873318,1,3797,-0.000001000000
2533,-6.199020796769,4,475,-0.000001000000
2535,-1.716338799761,1,3803,-0.000001000000
2537,1.703847749777,2,1903,-0.000001000000
2539,-1.879799637833,1,3809,-0.000001000000
2541,-6.199020796769,3,953,-0.000001000000
2543,-0.411774857677,1,3815,-0.000001000000
2545,-5.751064873318,2,1909,-0.000001000000
2547,-6.199020796769,1,3821,-0.000001000000
2549,-4.243736264892,5,239,-0.000001000000
2551,-0.493505276713,1,3827,-0.000001000000
2553,2.073196016688,2,1915,-0.000001000000
2555,-4.243736264892,1,3833,-0.000001000000
2557,1.628362855733,3,959,-0.000001000000
2559,4.316098396440,1,3839,-0.000001000000
2561,2.681490015715,2,1921,-0.000001000000
2563,-4.773422607379,1,3845,-0.000001000000
2565,-4.773422607379,4,481,-0.000001000000
2567,2.681490015715,1,3851,-0.000001000000
2569,-4.773422607379,2,1927,-0.000001000000
2571,-4.773422607379,1,3857,-0.000001000000
2573,-6.728707139257,3,965,-0.000001000000
2575,3.498794206078,1,3863,-0.000001000000
2577,-6.728707139257,2,1933,-0.000001000000
2579,2.681490015715,1,3869,-0.000001000000
2581,-0.781123124588,6,121,-0.000001000000
2583,-4.773422607379,1,3875,-0.000001000000
2585,-4.773422607379,2,1939,-0.000001000000
2587,-2.775711484736,1,3881,-0.000001000000
2589,-5.751064873318,3,971,-0.000001000000
2591,-2.978476151078,1,3887,-0.000001000000
2593,-5.751064873318,2,1945,-0.000001000000
2595,-0.781123124588,1,3893,-0.000001000000
2597,2.681490015715,4,487,-0.000001000000
2599,2.681490015715,1,3899,-0.000001000000
2601,-3.223667408187,2,1951,-0.000001000000
2603,-0.781123124588,1,3905,-0.000001000000
2605,-0.781123124588,3,977,-0.000001000000
2607,4.924392395468,1,3911,-0.000001000000
2609,-4.773422607379,2,1957,-0.000001000000
2611,-4.773422607379,1,3917,-0.000001000000
2613,-6.728707139257,5,245,-0.000001000000
2615,5.902034661406,1,3923,-0.000001000000
2617,-2.288451733015,2,1963,-0.000001000000
2619,-0.781123124588,1,3929,-0.000001000000
2621,2.681490015715,3,983,-0.000001000000
2623,-3.508162493566,1,3935,-0.000001000000
2625,-6.728707139257,2,1969,-0.000001000000
2627,-6.728707139257,1,3941,-0.000001000000
2629,-4.773422607379,4,493,-0.000001000000
2631,9.528108639782,1,3947,-0.000001000000
2633,-5.751064873318,2,1975,-0.000001000000
2635,-4.773422607379,1,3953,-0.000001000000
2637,-4.773422607379,3,989,-0.000001000000
2639,-3.060206570115,1,3959,-0.000001000000
2641,-0.781123124588,2,1981,-0.000001000000
2643,-0.781123124588,1,3965,-0.000001000000
2645,0.196519141350,8,31,-0.000001000000
2647,-4.773422607379,1,3971,-0.000001000000
2649,-1.310809467076,2,1987,-0.000001000000
2651,2.681490015715,1,3977,-0.000001000000
2653,-6.728707139257,3,995,-0.000001000000
2655,-3.060206570115,1,3983,-0.000001000000
2657,-4.773422607379,2,1993,-0.000001000000
2659,-4.773422607379,1,3989,-0.000001000000
2661,-4.773422607379,4,499,-0.000001000000
2663,-2.327755561285,1,3995,-0.000001000000
2665,-4.773422607379,2,1999,-0.000001000000
2667,-5.221378530831,1,4001,-0.000001000000
2669,2.681490015715,3,1001,-0.000001000000
2671,4.842661976431,1,4007,-0.000001000000
2673,0.196519141350,2,2005,-0.000001000000
2675,-5.221378530831,1,4013,-0.000001000000
2677,-3.266093998953,5,251,-0.000001000000
2679,-6.728707139257,1,4019,-0.000001000000
2681,-5.221378530831,2,2011,-0.000001000000
2683,-3.266093998953,1,4025,-0.000001000000
2685,0.484136989225,3,1007,-0.000001000000
2687,5.820304242370,1,4031,-0.000001000000
2689,-3.266093998953,2,2017,-0.000001000000
2691,0.196519141350,1,4037,-0.000001000000
2693,-3.795780341441,4,505,-0.000001000000
2695,-6.728707139257,1,4043,-0.000001000000
2697,3.659132281654,2,2023,-0.000001000000
2699,-3.795780341441,1,4049,-0.000001000000
2701,0.196519141350,3,1013,-0.000001000000
2703,0.850362493640,1,4055,-0.000001000000
2705,-5.751064873318,2,2029,-0.000001000000
2707,-5.751064873318,1,4061,-0.000001000000
2709,-4.773422607379,6,127,-0.000001000000
2711,0.196519141350,1,4067,-0.000001000000
2713,3.659132281654,2,2035,-0.000001000000
2715,2.602882359175,1,4073,-0.000001000000
2717,-3.795780341441,3,1019,-0.000001000000
2719,-3.141936989151,1,4079,-0.000001000000
2721,-3.795780341441,2,2041,-0.000001000000
2723,-4.773422607379,1,4085,-0.000001000000
2725,-2.000833885140,4,511,-0.000001000000
2727,2.969107863590,1,4091,-0.000001000000
2729,0.565867408261,2,2047,-0.000001000000
2731,0.196519141350,1,4097,-0.000001000000
2733,-5.751064873318,3,1025,-0.000001000000
2735,3.783289291456,1,4103,-0.000001000000
2737,-5.751064873318,2,2053,-0.000001000000
2739,-5.751064873318,1,4109,-0.000001000000
2741,1.174161407289,5,257,-0.000001000000
2743,0.196519141350,1,4115,-0.000001000000
2745,-5.751064873318,2,2059,-0.000001000000
2747,-3.795780341441,1,4121,-0.000001000000
2749,-5.751064873318,3,1031,-0.000001000000
2751,-0.209010191335,1,4127,-0.000001000000
2753,1.174161407289,2,2065,-0.000001000000
2755,3.659132281654,1,4133,-0.000001000000
2757,1.174161407289,4,517,-0.000001000000
2759,3.659132281654,1,4139,-0.000001000000
2761,1.174161407289,2,2071,-0.000001000000
2763,-5.751064873318,1,4145,-0.000001000000
2765,1.174161407289,3,1037,-0.000001000000
2767,-2.693981065700,1,4151,-0.000001000000
2769,-3.795780341441,2,2077,-0.000001000000
2771,-3.795780341441,1,4157,-0.000001000000
2773,-6.280751215806,7,65,-0.000001000000
2775,-3.795780341441,1,4163,-0.000001000000
2777,1.174161407289,2,2083,-0.000001000000
2779,-2.082564304176,1,4169,-0.000001000000
2781,1.174161407289,3,1043,-0.000001000000
2783,-1.716338799761,1,4175,-0.000001000000
2785,-3.795780341441,2,2089,-0.000001000000
2787,-6.280751215806,1,4181,-0.000001000000
2789,1.174161407289,4,523,-0.000001000000
2791,3.090142110897,1,4187,-0.000001000000
2793,-0.333167201137,2,2095,-0.000001000000
2795,-3.795780341441,1,4193,-0.000001000000
2797,-3.795780341441,3,1049,-0.000001000000
2799,-3.223667408187,1,4199,-0.000001000000
2801,-6.280751215806,2,2101,-0.000001000000
2803,-1.350113295346,1,4205,-0.000001000000
2805,-2.288451733015,5,263,-0.000001000000
2807,1.174161407289,1,4211,-0.000001000000
2809,3.659132281654,2,2107,-0.000001000000
2811,-1.634608380725,1,4217,-0.000001000000
2813,8.020780031356,3,1055,-0.000001000000
2815,1.746274340543,1,4223,-0.000001000000
2817,-2.288451733015,2,2113,-0.000001000000
2819,-2.288451733015,1,4229,-0.000001000000
2821,-6.280751215806,4,529,-0.000001000000
2823,-4.243736264892,1,4235,-0.000001000000
2825,-2.288451733015,2,2119,-0.000001000000
2827,0.157215313080,1,4241,-0.000001000000
2829,1.174161407289,3,1061,-0.000001000000
2831,-5.178951940065,1,4247,-0.000001000000
2833,1.174161407289,2,2125,-0.000001000000
2835,-2.818138075502,1,4253,-0.000001000000
2837,-6.280751215806,6,133,-0.000001000000
2839,1.174161407289,1,4259,-0.000001000000
2841,-2.818138075502,2,2131,-0.000001000000
2843,7.288329022526,1,4265,-0.000001000000
2845,-3.795780341441,3,1067,-0.000001000000
2847,3.701558872420,1,4271,-0.000001000000
2849,-3.795780341441,2,2137,-0.000001000000
2851,-6.728707139257,1,4277,-0.000001000000
2853,-6.728707139257,4,535,-0.000001000000
2855,1.174161407289,1,4283,-0.000001000000
2857,-2.409485980321,2,2143,-0.000001000000
2859,-2.818138075502,1,4289,-0.000001000000
2861,-6.728707139257,3,1073,-0.000001000000
2863,1.216587998055,1,4295,-0.000001000000
2865,-6.728707139257,2,2149,-0.000001000000
2867,-6.728707139257,1,4301,-0.000001000000
2869,-6.280751215806,5,269,-0.000001000000
2871,-1.023191619201,1,4307,-0.000001000000
2873,1.543509674200,2,2155,-0.000001000000
2875,-4.773422607379,1,4313,-0.000001000000
2877,-4.773422607379,3,1079,-0.000001000000
2879,5.656843404298,1,4319,-0.000001000000
2881,-6.280751215806,2,2161,-0.000001000000
2883,2.151803673228,1,4325,-0.000001000000
2885,-5.303108949867,4,541,-0.000001000000
2887,0.242068494613,1,4331,-0.000001000000
2889,2.151803673228,2,2167,-0.000001000000
2891,-5.303108949867,1,4337,-0.000001000000
2893,-5.303108949867,3,1085,-0.000001000000
2895,-0.290740610371,1,4343,-0.000001000000
2897,2.151803673228,2,2173,-0.000001000000
2899,-1.428720951886,1,4349,-0.000001000000
2901,-7.258393481744,9,17,-0.000001000000
2903,2.151803673228,1,4355,-0.000001000000
2905,-5.303108949867,2,2179,-0.000001000000
2907,2.151803673228,1,4361,-0.000001000000
2909,-5.303108949867,3,1091,-0.000001000000
2911,-3.305397827223,1,4367,-0.000001000000
2913,-1.716338799761,2,2185,-0.000001000000
2915,-6.280751215806,1,4373,-0.000001000000
2917,-6.280751215806,4,547,-0.000001000000
2919,2.073196016688,1,4379,-0.000001000000
2921,-2.818138075502,2,2191,-0.000001000000
2923,2.151803673228,1,4385,-0.000001000000
2925,2.151803673228,3,1097,-0.000001000000
2927,-3.753353750675,1,4391,-0.000001000000
2929,-1.310809467076,2,2197,-0.000001000000
2931,-6.280751215806,1,4397,-0.000001000000
2933,-1.310809467076,5,275,-0.000001000000
2935,2.151803673228,1,4403,-0.000001000000
2937,-1.225956285543,2,2203,-0.000001000000
2939,4.067784376835,1,4409,-0.000001000000
2941,-5.303108949867,3,1103,-0.000001000000
2943,8.347701707501,1,4415,-0.000001000000
2945,-2.818138075502,2,2209,-0.000001000000
2947,-1.310809467076,1,4421,-0.000001000000
2949,2.151803673228,4,553,-0.000001000000
2951,-1.310809467076,1,4427,-0.000001000000
2953,3.011534454356,2,2215,-0.000001000000
2955,2.151803673228,1,4433,-0.000001000000
2957,-7.258393481744,3,1109,-0.000001000000
2959,2.642186187445,1,4439,-0.000001000000
2961,-6.280751215806,2,2221,-0.000001000000
2963,-6.280751215806,1,4445,-0.000001000000
2965,-5.303108949867,6,139,-0.000001000000
2967,2.151803673228,1,4451,-0.000001000000
2969,2.151803673228,2,2227,-0.000001000000
2971,3.008411691860,1,4457,-0.000001000000
2973,-1.310809467076,3,1115,-0.000001000000
2975,3.619828453384,1,4463,-0.000001000000
2977,2.151803673228,2,2233,-0.000001000000
2979,-5.303108949867,1,4469,-0.000001000000
2981,-1.840495809563,4,559,-0.000001000000
2983,2.151803673228,1,4475,-0.000001000000
2985,3.008411691860,2,2239,-0.000001000000
2987,-5.303108949867,1,4481,-0.000001000000
2989,-5.303108949867,3,1121,-0.000001000000
2991,-3.835084169711,1,4487,-0.000001000000
2993,-5.303108949867,2,2245,-0.000001000000
2995,-5.303108949867,1,4493,-0.000001000000
2997,-5.303108949867,5,281,-0.000001000000
2999,-5.303108949867,1,4499,-0.000001000000
3001,-5.751064873318,2,2251,-0.000001000000
3003,-5.751064873318,1,4505,-0.000001000000
3005,2.151803673228,3,1127,-0.000001000000
3007,6.513451422930,1,4511,-0.000001000000
3009,-5.751064873318,2,2257,-0.000001000000
3011,-5.751064873318,1,4517,-0.000001000000
3013,-7.258393481744,4,565,-0.000001000000
3015,2.194230263994,1,4523,-0.000001000000
3017,-5.751064873318,2,2263,-0.000001000000
3019,-3.795780341441,1,4529,-0.000001000000
3021,-3.795780341441,3,1133,-0.000001000000
3023,-1.350113295346,1,4535,-0.000001000000
3025,-3.795780341441,2,2269,-0.000001000000
3027,-3.795780341441,1,4541,-0.000001000000
3029,-0.333167201137,7,71,-0.000001000000
3031,6.634485670236,1,4547,-0.000001000000
3033,-7.258393481744,2,2275,-0.000001000000
3035,3.129445939167,1,4553,-0.000001000000
3037,-4.325466683928,3,1139,-0.000001000000
3039,5.575112985261,1,4559,-0.000001000000
3041,3.129445939167,2,2281,-0.000001000000
3043,-0.333167201137,1,4565,-0.000001000000
3045,-6.280751215806,4,571,-0.000001000000
3047,-3.468858665296,1,4571,-0.000001000000
3049,2.969107863590,2,2287,-0.000001000000
3051,3.946750129529,1,4577,-0.000001000000
3053,3.129445939167,3,1145,-0.000001000000
3055,2.073196016688,1,4583,-0.000001000000
3057,-0.333167201137,2,2293,-0.000001000000
3059,-4.325466683928,1,4589,-0.000001000000
3061,-5.303108949867,5,287,-0.000001000000
3063,-4.325466683928,1,4595,-0.000001000000
3065,-2.327755561285,2,2299,-0.000001000000
3067,-4.325466683928,1,4601,-0.000001000000
3069,-2.530520227627,3,1151,-0.000001000000
3071,0.036181065774,1,4607,-0.000001000000
3073,-0.333167201137,2,2305,-0.000001000000
3075,3.129445939167,1,4613,-0.000001000000
3077,-6.280751215806,4,577,-0.000001000000
3079,3.129445939167,1,4619,-0.000001000000
3081,3.129445939167,2,2311,-0.000001000000
3083,-6.280751215806,1,4625,-0.000001000000
3085,-6.280751215806,3,1157,-0.000001000000
3087,-3.387128246260,1,4631,-0.000001000000
3089,-6.280751215806,2,2317,-0.000001000000
3091,-4.325466683928,1,4637,-0.000001000000
3093,0.644475064802,6,145,-0.000001000000
3095,-6.280751215806,1,4643,-0.000001000000
3097,6.349990584858,2,2323,-0.000001000000
3099,-0.983887790931,1,4649,-0.000001000000
3101,3.129445939167,3,1163,-0.000001000000
3103,-2.409485980321,1,4655,-0.000001000000
3105,3.129445939167,2,2329,-0.000001000000
3107,0.644475064802,1,4661,-0.000001000000
3109,-6.280751215806,4,583,-0.000001000000
3111,-6.280751215806,1,4667,-0.000001000000
3113,0.281372322883,2,2335,-0.000001000000
3115,-4.325466683928,1,4673,-0.000001000000
3117,-4.325466683928,3,1169,-0.000001000000
3119,-2.409485980321,1,4679,-0.000001000000
3121,-4.325466683928,2,2341,-0.000001000000
3123,-4.325466683928,1,4685,-0.000001000000
3125,0.644475064802,5,293,-0.000001000000
3127,-2.612250646663,1,4691,-0.000001000000
3129,-0.333167201137,2,2347,-0.000001000000
3131,-0.333167201137,1,4697,-0.000001000000
3133,0.644475064802,3,1175,-0.000001000000
3135,2.560455768409,1,4703,-0.000001000000
3137,-6.280751215806,2,2353,-0.000001000000
3139,-6.280751215806,1,4709,-0.000001000000
3141,0.644475064802,4,589,-0.000001000000
3143,-0.862853543625,1,4715,-0.000001000000
3145,-4.325466683928,2,2359,-0.000001000000
3147,0.644475064802,1,4721,-0.000001000000
3149,-4.325466683928,3,1181,-0.000001000000
3151,-3.916814588747,1,4727,-0.000001000000
3153,-4.325466683928,2,2365,-0.000001000000
3155,-1.879799637833,1,4733,-0.000001000000
3157,-6.810437558293,8,37,-0.000001000000
3159,0.644475064802,1,4739,-0.000001000000
3161,3.129445939167,2,2371,-0.000001000000
3163,-2.164294723212,1,4745,-0.000001000000
3165,-2.818138075502,3,1187,-0.000001000000
3167,10.384716658415,1,4751,-0.000001000000
3169,-4.773422607379,2,2377,-0.000001000000
3171,-2.818138075502,1,4757,-0.000001000000
3173,-2.818138075502,4,595,-0.000001000000
3175,1.788700931309,1,4763,-0.000001000000
3177,-4.773422607379,2,2383,-0.000001000000
3179,-2.818138075502,1,4769,-0.000001000000
3181,-0.372471029407,3,1193,-0.000001000000
3183,3.907446301259,1,4775,-0.000001000000
3185,-6.810437558293,2,2389,-0.000001000000
3187,0.644475064802,1,4781,-0.000001000000
3189,0.644475064802,5,299,-0.000001000000
3191,-3.347824417989,1,4787,-0.000001000000
3193,-6.280751215806,2,2395,-0.000001000000
3195,-3.347824417989,1,4793,-0.000001000000
3197,-3.347824417989,3,1199,-0.000001000000
3199,6.758642680039,1,4799,-0.000001000000
3201,4.107088205105,2,2401,-0.000001000000
3203,-4.325466683928,1,4805,-0.000001000000
3205,-4.325466683928,4,601,-0.000001000000
3207,-5.303108949867,1,4811,-0.000001000000
3209,-3.141936989151,2,2407,-0.000001000000
3211,0.644475064802,1,4817,-0.000001000000
3213,-7.258393481744,3,1205,-0.000001000000
3215,-2.939172322808,1,4823,-0.000001000000
3217,-3.347824417989,2,2413,-0.000001000000
3219,-3.347824417989,1,4829,-0.000001000000
3221,-7.258393481744,6,151,-0.000001000000
3223,-7.258393481744,1,4835,-0.000001000000
3225,-4.325466683928,2,2419,-0.000001000000
3227,5.251314071613,1,4841,-0.000001000000
3229,-1.552877961688,3,1211,-0.000001000000
3231,4.437132643746,1,4847,-0.000001000000
3233,1.013823331713,2,2425,-0.000001000000
3235,-5.303108949867,1,4853,-0.000001000000
3237,-5.303108949867,4,607,-0.000001000000
3239,0.568990170758,1,4859,-0.000001000000
3241,-0.042426590766,2,2431,-0.000001000000
3243,-5.303108949867,1,4865,-0.000001000000
3245,1.622117330740,3,1217,-0.000001000000
3247,-1.961530056870,1,4871,-0.000001000000
3249,1.622117330740,2,2437,-0.000001000000
3251,1.622117330740,1,4877,-0.000001000000
3253,-5.832795292354,5,305,-0.000001000000
3255,-3.347824417989,1,4883,-0.000001000000
3257,-5.303108949867,2,2443,-0.000001000000
3259,-5.303108949867,1,4889,-0.000001000000
3261,1.622117330740,3,1223,-0.000001000000
3263,-2.409485980321,1,4895,-0.000001000000
3265,1.622117330740,2,2449,-0.000001000000
